name	config_image	container_id	image_id	created	started_at	state	health	ports	networks	repo_digests_json
cleanapp_voice_assistant_service	us-central1-docker.pkg.dev/cleanup-mysql-v2/cleanapp-docker-repo/cleanapp-voice-assistant-service-image@sha256:eb725e8485b7eaaefe1b144f7454daff5d694bfb9a3802d2c3f612677d045d0c	95637e2e5d2d2a023db1c3b483cffbb7bf9147225dc733d857383e7e303465f6	sha256:ad293657dff0872f56631ce9cec472904896e879999408d1ddc5daf1ac438961	2026-02-09T07:22:47.275984806Z	2026-02-09T07:23:00.896456812Z	running	none	127.0.0.1:9092->8080/tcp	deployer_default	["us-central1-docker.pkg.dev/cleanup-mysql-v2/cleanapp-docker-repo/cleanapp-voice-assistant-service-image@sha256:eb725e8485b7eaaefe1b144f7454daff5d694bfb9a3802d2c3f612677d045d0c"]
cleanapp_auth_service	us-central1-docker.pkg.dev/cleanup-mysql-v2/cleanapp-docker-repo/cleanapp-auth-service-image@sha256:e7d0766735b64b02825a90b70da3b97598860d0ce721de3dd38667f20f6aadde	7bca9b15143ac584d074bc6fd5a8cea4d7b85bc55e6d96a21071f3e19fe6d218	sha256:d0b0e768c4e698ef29fd986c7c7139d37b5f7d1f058eea9cd85c689c9c74a1e6	2026-02-09T07:22:47.271351746Z	2026-02-09T07:23:01.074831007Z	running	none	127.0.0.1:9084->8080/tcp	deployer_default	["us-central1-docker.pkg.dev/cleanup-mysql-v2/cleanapp-docker-repo/cleanapp-auth-service-image@sha256:e7d0766735b64b02825a90b70da3b97598860d0ce721de3dd38667f20f6aadde"]
cleanapp_new_york_areas	us-central1-docker.pkg.dev/cleanup-mysql-v2/cleanapp-docker-repo/cleanapp-custom-area-dashboard-image@sha256:b99119b2e07eb3cc2624afbcf0522638034ce528df4d966fbefdbdfff662daa2	a44dcb335ed076c72895b7f045a02b2962759bf5846f71e271ec48a90bd7f2f0	sha256:6c4bd94c11b2f545413d292b49ff8f2128c54d1e8ec94af729907ef139a3650a	2026-02-09T07:22:47.267685461Z	2026-02-09T07:23:01.066043284Z	running	none	127.0.0.1:9088->8080/tcp	deployer_default	["us-central1-docker.pkg.dev/cleanup-mysql-v2/cleanapp-docker-repo/cleanapp-custom-area-dashboard-image@sha256:b99119b2e07eb3cc2624afbcf0522638034ce528df4d966fbefdbdfff662daa2"]
cleanapp_report_processor	us-central1-docker.pkg.dev/cleanup-mysql-v2/cleanapp-docker-repo/cleanapp-report-processor-image@sha256:4c7ef9a5f5e13760a4c72e3d85d424bbd527181a28be3b8f1e5ee9bbce77f407	90baf1c9171c1875a466917291850e62b3634dfeeadd4aba8e74e542db352380	sha256:2e4bc13c310cebe1260e0205c250846a8bab3ed392a179c876cfb33ddd0180ab	2026-02-09T07:22:47.267605396Z	2026-02-09T07:23:01.064927804Z	running	none	127.0.0.1:9087->8080/tcp	deployer_default	["us-central1-docker.pkg.dev/cleanup-mysql-v2/cleanapp-docker-repo/cleanapp-report-processor-image@sha256:4c7ef9a5f5e13760a4c72e3d85d424bbd527181a28be3b8f1e5ee9bbce77f407"]
cleanapp_areas_service	us-central1-docker.pkg.dev/cleanup-mysql-v2/cleanapp-docker-repo/cleanapp-areas-service-image@sha256:ca029a0be4991faed73e7091037addcbbce15d796875409ae23fe65302d11cbf	52d513c8e08fb380428ac0771f3ef0c99b224a5d09060ab57f147b21568da6a4	sha256:9ce8c7828d5559e8a3c8515244709d36f3c7856dc996fb186e644599f83204da	2026-02-09T07:22:47.265697556Z	2026-02-09T07:23:00.617682815Z	running	none	127.0.0.1:9086->8080/tcp	deployer_default	["us-central1-docker.pkg.dev/cleanup-mysql-v2/cleanapp-docker-repo/cleanapp-areas-service-image@sha256:ca029a0be4991faed73e7091037addcbbce15d796875409ae23fe65302d11cbf"]
cleanapp_red_bull_dashboard	us-central1-docker.pkg.dev/cleanup-mysql-v2/cleanapp-docker-repo/cleanapp-brand-dashboard-image@sha256:60b18a67e22caa06b9b0f80b760cbb1d3d6e8abe14d59dbc9a6e5d9115515f60	c320afe1b2cd3439a3e16487686be34729d8b87c55cf68d5b0f2dd09a426cfa9	sha256:fe348ec789de761f66e4da32e9417ad5c0248a0aa59e493b755c3da08826f6a5	2026-02-09T07:22:47.263588095Z	2026-02-09T07:23:00.619368089Z	running	healthy	127.0.0.1:9085->8080/tcp	deployer_default	["us-central1-docker.pkg.dev/cleanup-mysql-v2/cleanapp-docker-repo/cleanapp-brand-dashboard-image@sha256:60b18a67e22caa06b9b0f80b760cbb1d3d6e8abe14d59dbc9a6e5d9115515f60"]
cleanapp_frontend	us-central1-docker.pkg.dev/cleanup-mysql-v2/cleanapp-docker-repo/cleanapp-frontend-image@sha256:d8aeaf8184f4d4010e759b8802907d7069cd0e6215e7c1443a6de599e9f30a4d	cec76767f772b12aac6bf4683ad169a4da348d88801f82c374655004686f5335	sha256:141c5b58f45a221b2ad8d18d49331c9a89123c0f31a9a5fbfade4dc6190d921a	2026-02-09T07:22:47.261741237Z	2026-02-09T07:23:01.063380023Z	running	none	127.0.0.1:3001->3000/tcp	deployer_default	["us-central1-docker.pkg.dev/cleanup-mysql-v2/cleanapp-docker-repo/cleanapp-frontend-image@sha256:d8aeaf8184f4d4010e759b8802907d7069cd0e6215e7c1443a6de599e9f30a4d"]
cleanapp_customer_service	us-central1-docker.pkg.dev/cleanup-mysql-v2/cleanapp-docker-repo/cleanapp-customer-service-image@sha256:e586dd7aa220b3bb6da6813e1afea1ff577d4103cfeaa68511bdccc70782fb9b	b64a5d049f9548cacd1818d9181ce6514fcaca1d33e2c1daebb96807638b10b3	sha256:b7b1e74f1d688d5b991773768367c2908548d3f8d014af72e72afa791a72dd2a	2026-02-09T07:22:47.259466042Z	2026-02-09T07:23:01.008391709Z	running	none	127.0.0.1:9080->8080/tcp	deployer_default	["us-central1-docker.pkg.dev/cleanup-mysql-v2/cleanapp-docker-repo/cleanapp-customer-service-image@sha256:e586dd7aa220b3bb6da6813e1afea1ff577d4103cfeaa68511bdccc70782fb9b"]
cleanapp_montenegro_areas	us-central1-docker.pkg.dev/cleanup-mysql-v2/cleanapp-docker-repo/cleanapp-custom-area-dashboard-image@sha256:b99119b2e07eb3cc2624afbcf0522638034ce528df4d966fbefdbdfff662daa2	416dda6b66fde48018b63cd5bbc2de9f554a6126e9d3ab9d5c13fc6eb2b10b53	sha256:6c4bd94c11b2f545413d292b49ff8f2128c54d1e8ec94af729907ef139a3650a	2026-02-09T07:22:47.257768058Z	2026-02-09T07:23:00.632037226Z	running	none	127.0.0.1:9083->8080/tcp	deployer_default	["us-central1-docker.pkg.dev/cleanup-mysql-v2/cleanapp-docker-repo/cleanapp-custom-area-dashboard-image@sha256:b99119b2e07eb3cc2624afbcf0522638034ce528df4d966fbefdbdfff662daa2"]
cleanapp_report_listener	us-central1-docker.pkg.dev/cleanup-mysql-v2/cleanapp-docker-repo/cleanapp-report-listener-image@sha256:117726a887a5541091d0caf4c3fb4073686adc097eba6bc9173f59acfff4bdb8	3e60cbc0371ae78a0f474cb7cb03a517fcd3b022091740fb6343e30ee39e7ff8	sha256:33ec1571a38a97582dbd96b34efd5bdfbb9bbb464d1cb71eab4bc54ddeaab446	2026-02-09T07:22:47.255998673Z	2026-02-09T07:23:01.010704854Z	running	healthy	127.0.0.1:9081->8080/tcp	deployer_default	["us-central1-docker.pkg.dev/cleanup-mysql-v2/cleanapp-docker-repo/cleanapp-report-listener-image@sha256:117726a887a5541091d0caf4c3fb4073686adc097eba6bc9173f59acfff4bdb8"]
cleanapp_edge_city_areas	us-central1-docker.pkg.dev/cleanup-mysql-v2/cleanapp-docker-repo/cleanapp-custom-area-dashboard-image@sha256:b99119b2e07eb3cc2624afbcf0522638034ce528df4d966fbefdbdfff662daa2	8e529b25e70e66296154b6e9be63461c86b13e5e4efb7dfa6760d5860fa76d58	sha256:6c4bd94c11b2f545413d292b49ff8f2128c54d1e8ec94af729907ef139a3650a	2026-02-09T07:22:47.254426309Z	2026-02-09T07:23:00.663590469Z	running	none	127.0.0.1:9095->8080/tcp	deployer_default	["us-central1-docker.pkg.dev/cleanup-mysql-v2/cleanapp-docker-repo/cleanapp-custom-area-dashboard-image@sha256:b99119b2e07eb3cc2624afbcf0522638034ce528df4d966fbefdbdfff662daa2"]
cleanapp_frontend_embedded	us-central1-docker.pkg.dev/cleanup-mysql-v2/cleanapp-docker-repo/cleanapp-frontend-image-embedded@sha256:cfcf7b4c136660a640516856bdda8985e08392d727d53807e100e5c1adafd761	b901230c2004105bdf5f902cce0e5627dca8ffe304dcaeb4746c26503d583d4e	sha256:f5114210f0dad49981d66733815105639d53521c1635158ba335236b42c833c3	2026-02-09T07:22:47.242775963Z	2026-02-09T07:23:00.995859652Z	running	none	127.0.0.1:3002->3000/tcp	deployer_default	["us-central1-docker.pkg.dev/cleanup-mysql-v2/cleanapp-docker-repo/cleanapp-frontend-image-embedded@sha256:cfcf7b4c136660a640516856bdda8985e08392d727d53807e100e5c1adafd761"]
cleanapp_bluesky_submitter	us-central1-docker.pkg.dev/cleanup-mysql-v2/cleanapp-docker-repo/cleanapp-bluesky-submitter-image:prod	218e0393367458ecec2251a19fe8ff40d00969ce9a43d1518e7e02d31ac3d84b	sha256:555e15724bec0ac2c0db181c471a1be0237e6ad322aca138493b3d351c386864	2026-02-09T00:44:41.020999375Z	2026-02-09T00:45:06.837257981Z	running	none		deployer_default	["us-central1-docker.pkg.dev/cleanup-mysql-v2/cleanapp-docker-repo/cleanapp-bluesky-submitter-image@sha256:cf605e3d2243cbbedd14460987f146d48a163b94bc4507ec64edd72ceb1d4251"]
cleanapp_email_fetcher	us-central1-docker.pkg.dev/cleanup-mysql-v2/cleanapp-docker-repo/cleanapp-email-fetcher-image:prod	2190fb9a8a8e4ba9ce461c3265a1bcfd8c93a6d0ab6364c305dcce5cca76fca1	sha256:74a88248793b902a751292f669665f45c888475e44bb2936db6d0dde60bde9ea	2026-02-09T00:44:32.891309978Z	2026-02-09T00:44:52.728738552Z	running	none		deployer_default	["us-central1-docker.pkg.dev/cleanup-mysql-v2/cleanapp-docker-repo/cleanapp-email-fetcher-image@sha256:b3d95906977e30756b1a75856193d1694c0fe42ec26318372482fda5a4f68e4f"]
cleanapp_news_analyzer_twitter	us-central1-docker.pkg.dev/cleanup-mysql-v2/cleanapp-docker-repo/cleanapp-news-analyzer-twitter-image:prod	0c6444f24f70665acd007dc435dfa32bd34e2aad154e4e5d97b3f06d74c03a16	sha256:a6e75d30d319daaf984e4e1dade3fef859ec075f5b0f8d8d2bf390e93d24e2b9	2026-02-09T00:44:32.888537806Z	2026-02-09T00:44:52.887116977Z	running	none		deployer_default	["us-central1-docker.pkg.dev/cleanup-mysql-v2/cleanapp-docker-repo/cleanapp-news-analyzer-twitter-image@sha256:cb15e9afbeef94450b7bd15d2b755789db8e3ff41a33f25dafcf9095eedcf9f3"]
cleanapp_bluesky_indexer	us-central1-docker.pkg.dev/cleanup-mysql-v2/cleanapp-docker-repo/cleanapp-bluesky-indexer-image:prod	68643256c84b485db0f4155462939701cf2be5235074009c2cdd7fda74e41d80	sha256:cec733eaafe8aca8bda729e412fc32268861095c8499e9ec5879b144295b17c4	2026-02-09T00:44:32.883430704Z	2026-02-09T00:44:52.437068495Z	running	none		deployer_default	["us-central1-docker.pkg.dev/cleanup-mysql-v2/cleanapp-docker-repo/cleanapp-bluesky-indexer-image@sha256:1e5567ae3b4babf73fdc04a2eac94d4359eaabfad4cddc5c023300c32efaef68"]
cleanapp_news_indexer_twitter	us-central1-docker.pkg.dev/cleanup-mysql-v2/cleanapp-docker-repo/cleanapp-news-indexer-twitter-image:prod	a6de80b42a5d58c4b98a4d2b2addf3721396e093a1ae2d824df3960cd577152c	sha256:ffc91e6aa7a0ff81abb2dff7639c8b4a92157822d733d87666c8ca83f03ff7b7	2026-02-09T00:44:32.82609976Z	2026-02-09T00:44:52.837953971Z	running	none		deployer_default	["us-central1-docker.pkg.dev/cleanup-mysql-v2/cleanapp-docker-repo/cleanapp-news-indexer-twitter-image@sha256:15b4f2d82f31e38153e3a5747b507a2438a73296182bbf93fcf59da7937d04bb"]
cleanapp_pipelines	us-central1-docker.pkg.dev/cleanup-mysql-v2/cleanapp-docker-repo/cleanapp-pipelines-image:prod	be1e2f7d6fea4efbc1e4afd333c2aaf2af88903a03fadcf87a9c869b8cb60f23	sha256:e3d3ea824a018578ef29df2081c5eedfa526082ff22f426a7b14566a5619c95b	2026-02-09T00:44:32.818364515Z	2026-02-09T00:44:51.79164157Z	running	none	0.0.0.0:8090->8090/tcp, [::]:8090->8090/tcp, 8091/tcp	deployer_default	["us-central1-docker.pkg.dev/cleanup-mysql-v2/cleanapp-docker-repo/cleanapp-pipelines-image@sha256:883251d62c7724b69407a713ed02637413bb5d5d12442ef76dbe1ebbd16f8ee2"]
cleanapp_bluesky_now	us-central1-docker.pkg.dev/cleanup-mysql-v2/cleanapp-docker-repo/bluesky-now:v3	fb2f7e09f5f04a740a0defe24d6373a926cc40ae9c11f7fe3d10299eb847310c	sha256:a1d3b6189d5b96d71ec3f4fdd78f9929640f7a5a3855f0c398a076a1f5b4c648	2026-02-07T20:06:43.051369625Z	2026-02-07T20:06:43.213527149Z	running	none		deployer_default	["us-central1-docker.pkg.dev/cleanup-mysql-v2/cleanapp-docker-repo/bluesky-now@sha256:d93c7da4ff8a5a28c9c13e91066b7f384a92c3f189defc9aa7635e6ebbda3c1c"]
cleanapp_bluesky_analyzer	us-central1-docker.pkg.dev/cleanup-mysql-v2/cleanapp-docker-repo/cleanapp-bluesky-analyzer-image:prod	63ccc4a7cf6a3d22a7007763f0365867130c05d42348620f7f7c176fbae6500e	sha256:25aefc5bc8d6cd682002e3e557f039d813b945694cc7c800e4c13b22735ed851	2026-02-07T20:05:50.847516858Z	2026-02-07T20:05:55.59457417Z	running	none		deployer_default	["us-central1-docker.pkg.dev/cleanup-mysql-v2/cleanapp-docker-repo/cleanapp-bluesky-analyzer-image@sha256:3aaf75555c3903d6c2ba1f871b496be2fbc491b0e64cd341205597a1f3ed8dcf"]
cleanapp_web	us-central1-docker.pkg.dev/cleanup-mysql-v2/cleanapp-docker-repo/cleanapp-web-image:prod	5228702fe08226012dc20fa07a78479f2f29c700f4e25476e04a2f85a85b308d	sha256:667dea7e48c5d9fa4929f308b7f6b65ff48f931aa0694b12e0279ad88c1777ca	2025-12-22T00:48:09.220149601Z	2025-12-22T00:48:27.041977876Z	running	none	0.0.0.0:3000->3000/tcp, [::]:3000->3000/tcp	deployer_default	["us-central1-docker.pkg.dev/cleanup-mysql-v2/cleanapp-docker-repo/cleanapp-web-image@sha256:7af5382d44379b796e7146890beb6e25f1dff5be5f4f238dee5b4f4516d72356"]
